min_child_weight,nthread,n_estimators,max_depth,learning_rate,max_delta_step,subsample,colsample_bytree,lambda,alpha,scale_pos_weight,$<accuracy
0,0,0,0,0,1,1,1,1,0,0,13.385826769999994
0,0,0,0,0,1,1,1,1,0,1,2.755905510000005
0,0,0,0,0,1,1,1,1,1,0,14.173228339999994
0,0,0,0,0,1,1,1,1,1,1,3.149606300000002
0,0,0,0,1,0,0,0,0,0,0,14.566929130000005
0,0,0,0,1,0,0,0,0,0,1,6.299212600000004
0,0,0,0,1,0,0,0,0,1,0,14.566929130000005
0,0,0,0,1,0,0,0,0,1,1,6.299212600000004
0,0,0,0,1,0,0,0,1,0,0,14.566929130000005
0,0,0,0,1,0,0,0,1,0,1,6.299212600000004
0,0,0,0,1,0,0,0,1,1,0,14.566929130000005
0,0,0,0,1,0,0,0,1,1,1,6.692913379999993
0,0,0,0,1,0,0,1,0,0,0,14.566929130000005
0,0,0,0,1,0,0,1,0,0,1,7.480314960000001
0,0,0,0,1,0,0,1,0,1,0,14.566929130000005
0,0,0,0,1,0,0,1,0,1,1,7.480314960000001
0,0,0,0,1,0,0,1,1,0,0,14.566929130000005
0,0,0,0,1,0,0,1,1,0,1,7.480314960000001
0,0,0,0,1,0,0,1,1,1,0,14.566929130000005
0,0,0,0,1,0,0,1,1,1,1,7.480314960000001
0,0,0,0,1,0,1,0,0,0,0,14.566929130000005
0,0,0,0,1,0,1,0,0,0,1,6.692913379999993
0,0,0,0,1,0,1,0,0,1,0,14.566929130000005
0,0,0,0,1,0,1,0,0,1,1,6.692913379999993
0,0,0,0,1,0,1,0,1,0,0,14.566929130000005
0,0,0,0,1,0,1,0,1,0,1,6.692913379999993
0,0,0,0,1,0,1,0,1,1,0,14.566929130000005
0,0,0,0,1,0,1,0,1,1,1,6.692913379999993
0,0,0,0,1,0,1,1,0,0,0,14.566929130000005
0,0,0,0,1,0,1,1,0,0,1,7.480314960000001
0,0,0,0,1,0,1,1,0,1,0,14.566929130000005
0,0,0,0,1,0,1,1,0,1,1,7.480314960000001
0,0,0,0,1,0,1,1,1,0,0,14.566929130000005
0,0,0,0,1,0,1,1,1,0,1,7.480314960000001
0,0,0,0,1,0,1,1,1,1,0,14.566929130000005
0,0,0,0,1,0,1,1,1,1,1,7.480314960000001
0,0,0,0,1,1,0,0,0,0,0,14.566929130000005
0,0,0,0,1,1,0,0,0,0,1,6.299212600000004
0,0,0,0,1,1,0,0,0,1,0,14.566929130000005
0,0,0,0,1,1,0,0,0,1,1,6.299212600000004
0,0,0,0,1,1,0,0,1,0,0,14.566929130000005
0,0,0,0,1,1,0,0,1,0,1,6.299212600000004
0,0,0,0,1,1,0,0,1,1,0,14.566929130000005
0,0,0,0,1,1,0,0,1,1,1,6.692913379999993
0,0,0,0,1,1,0,1,0,0,0,14.566929130000005
0,0,0,0,1,1,0,1,0,0,1,7.480314960000001
0,0,0,0,1,1,0,1,0,1,0,14.566929130000005
0,0,0,0,1,1,0,1,0,1,1,7.480314960000001
0,0,0,0,1,1,0,1,1,0,0,14.566929130000005
0,0,0,0,1,1,0,1,1,0,1,7.480314960000001
0,0,0,0,1,1,0,1,1,1,0,14.566929130000005
0,0,0,0,1,1,0,1,1,1,1,7.480314960000001
0,0,0,0,1,1,1,0,0,0,0,14.566929130000005
0,0,0,0,1,1,1,0,0,0,1,6.692913379999993
0,0,0,0,1,1,1,0,0,1,0,14.566929130000005
0,0,0,0,1,1,1,0,0,1,1,6.692913379999993
0,0,0,0,1,1,1,0,1,0,0,14.566929130000005
0,0,0,0,1,1,1,0,1,0,1,6.692913379999993
0,0,0,0,1,1,1,0,1,1,0,14.566929130000005
0,0,0,0,1,1,1,0,1,1,1,6.692913379999993
0,0,0,0,1,1,1,1,0,0,0,14.566929130000005
0,0,0,0,1,1,1,1,0,0,1,7.480314960000001
0,0,0,0,1,1,1,1,0,1,0,14.566929130000005
0,0,0,0,1,1,1,1,0,1,1,7.480314960000001
0,0,0,0,1,1,1,1,1,0,0,14.566929130000005
0,0,0,0,1,1,1,1,1,0,1,7.480314960000001
0,0,0,0,1,1,1,1,1,1,0,14.566929130000005
0,0,0,0,1,1,1,1,1,1,1,7.480314960000001
0,0,0,1,0,0,0,0,0,0,0,5.905511809999993
0,0,0,1,0,0,0,0,0,0,1,4.724409449999996
0,0,0,1,0,0,0,0,0,1,0,12.204724409999997
0,0,0,1,0,0,0,0,0,1,1,4.330708659999999
0,0,0,1,0,0,0,0,1,0,0,8.267716530000001
0,0,0,1,0,0,0,0,1,0,1,3.149606300000002
0,0,0,1,0,0,0,0,1,1,0,12.992125979999997
0,0,0,1,0,0,0,0,1,1,1,4.330708659999999
0,0,0,1,0,0,0,1,0,0,0,6.692913379999993
0,0,0,1,0,0,0,1,0,0,1,2.362204719999994
0,0,0,1,0,0,0,1,0,1,0,9.055118109999995
0,0,0,1,0,0,0,1,0,1,1,2.362204719999994
0,0,0,1,0,0,0,1,1,0,0,8.661417319999998
0,0,0,1,0,0,0,1,1,0,1,2.362204719999994
0,0,0,1,0,0,0,1,1,1,0,11.02362205
0,0,0,1,0,0,0,1,1,1,1,3.937007870000002
0,0,0,1,0,0,1,0,0,0,0,7.874015749999998
0,0,0,1,0,0,1,0,0,0,1,3.5433070800000053
0,0,0,1,0,0,1,0,0,1,0,11.417322830000003
0,0,0,1,0,0,1,0,0,1,1,3.5433070800000053
0,0,0,1,0,0,1,0,1,0,0,6.692913379999993
0,0,0,1,0,0,1,0,1,0,1,3.149606300000002
0,0,0,1,0,0,1,0,1,1,0,11.81102362
0,0,0,1,0,0,1,0,1,1,1,2.362204719999994
0,0,0,1,0,0,1,1,0,0,0,6.692913379999993
0,0,0,1,0,0,1,1,0,0,1,3.937007870000002
0,0,0,1,0,0,1,1,0,1,0,9.448818899999992
0,0,0,1,0,0,1,1,0,1,1,3.149606300000002
0,0,0,1,0,0,1,1,1,0,0,6.692913379999993
0,0,0,1,0,0,1,1,1,0,1,2.755905510000005
0,0,0,1,0,0,1,1,1,1,0,10.236220469999992
0,0,0,1,0,0,1,1,1,1,1,3.149606300000002
0,0,0,1,0,1,0,0,0,0,0,5.905511809999993
0,0,0,1,0,1,0,0,0,0,1,4.724409449999996
0,0,0,1,0,1,0,0,0,1,0,12.204724409999997
0,0,0,1,0,1,0,0,0,1,1,4.330708659999999
0,0,0,1,0,1,0,0,1,0,0,8.267716530000001
0,0,0,1,0,1,0,0,1,0,1,3.149606300000002
0,0,0,1,0,1,0,0,1,1,0,12.992125979999997
0,0,0,1,0,1,0,0,1,1,1,4.330708659999999
0,0,0,1,0,1,0,1,0,0,0,6.692913379999993
0,0,0,1,0,1,0,1,0,0,1,2.362204719999994
0,0,0,1,0,1,0,1,0,1,0,9.055118109999995
0,0,0,1,0,1,0,1,0,1,1,2.362204719999994
0,0,0,1,0,1,0,1,1,0,0,8.661417319999998
0,0,0,1,0,1,0,1,1,0,1,2.362204719999994
0,0,0,1,0,1,0,1,1,1,0,11.02362205
0,0,0,1,0,1,0,1,1,1,1,3.937007870000002
0,0,0,1,0,1,1,0,0,0,0,7.874015749999998
0,0,0,1,0,1,1,0,0,0,1,3.5433070800000053
0,0,0,1,0,1,1,0,0,1,0,11.417322830000003
0,0,0,1,0,1,1,0,0,1,1,3.5433070800000053
0,0,0,1,0,1,1,0,1,0,0,6.692913379999993
0,0,0,1,0,1,1,0,1,0,1,3.149606300000002
0,0,0,1,0,1,1,0,1,1,0,11.81102362
0,0,0,1,0,1,1,0,1,1,1,2.362204719999994
0,0,0,1,0,1,1,1,0,0,0,6.692913379999993
0,0,0,1,0,1,1,1,0,0,1,3.937007870000002
0,0,0,1,0,1,1,1,0,1,0,9.448818899999992
0,0,0,1,0,1,1,1,0,1,1,3.149606300000002
0,0,0,1,0,1,1,1,1,0,0,6.692913379999993
0,0,0,1,0,1,1,1,1,0,1,2.755905510000005
0,0,0,1,0,1,1,1,1,1,0,10.236220469999992
0,0,0,1,0,1,1,1,1,1,1,3.149606300000002
0,0,0,1,1,0,0,0,0,0,0,14.566929130000005
0,0,0,1,1,0,0,0,0,0,1,1.574803149999994
0,0,0,1,1,0,0,0,0,1,0,14.566929130000005
0,0,0,1,1,0,0,0,0,1,1,2.755905510000005
0,0,0,1,1,0,0,0,1,0,0,14.566929130000005
0,0,0,1,1,0,0,0,1,0,1,2.755905510000005
0,0,0,1,1,0,0,0,1,1,0,14.566929130000005
0,0,0,1,1,0,0,0,1,1,1,3.149606300000002
0,0,0,1,1,0,0,1,0,0,0,14.566929130000005
0,0,0,1,1,0,0,1,0,0,1,2.755905510000005
0,0,0,1,1,0,0,1,0,1,0,14.566929130000005
0,0,0,1,1,0,0,1,0,1,1,1.9685039299999971
0,0,0,1,1,0,0,1,1,0,0,14.566929130000005
0,0,0,1,1,0,0,1,1,0,1,3.149606300000002
0,0,0,1,1,0,0,1,1,1,0,14.566929130000005
0,0,0,1,1,0,0,1,1,1,1,2.755905510000005
0,0,0,1,1,0,1,0,0,0,0,14.566929130000005
0,0,0,1,1,0,1,0,0,0,1,5.118110229999999
0,0,0,1,1,0,1,0,0,1,0,14.566929130000005
0,0,0,1,1,0,1,0,0,1,1,3.937007870000002
0,0,0,1,1,0,1,0,1,0,0,14.566929130000005
0,0,0,1,1,0,1,0,1,0,1,4.330708659999999
0,0,0,1,1,0,1,0,1,1,0,14.566929130000005
0,0,0,1,1,0,1,0,1,1,1,3.937007870000002
0,0,0,1,1,0,1,1,0,0,0,10.236220469999992
0,0,0,1,1,0,1,1,0,0,1,12.59842519
0,0,0,1,1,0,1,1,0,1,0,14.566929130000005
0,0,0,1,1,0,1,1,0,1,1,13.779527560000005
0,0,0,1,1,0,1,1,1,0,0,10.236220469999992
0,0,0,1,1,0,1,1,1,0,1,12.204724409999997
0,0,0,1,1,0,1,1,1,1,0,14.566929130000005
0,0,0,1,1,0,1,1,1,1,1,14.960629920000002
0,0,0,1,1,1,0,0,0,0,0,14.566929130000005
0,0,0,1,1,1,0,0,0,0,1,1.574803149999994
0,0,0,1,1,1,0,0,0,1,0,14.566929130000005
0,0,0,1,1,1,0,0,0,1,1,2.755905510000005
0,0,0,1,1,1,0,0,1,0,0,14.566929130000005
0,0,0,1,1,1,0,0,1,0,1,2.755905510000005
0,0,0,1,1,1,0,0,1,1,0,14.566929130000005
0,0,0,1,1,1,0,0,1,1,1,3.149606300000002
0,0,0,1,1,1,0,1,0,0,0,14.566929130000005
0,0,0,1,1,1,0,1,0,0,1,2.755905510000005
0,0,0,1,1,1,0,1,0,1,0,14.566929130000005
0,0,0,1,1,1,0,1,0,1,1,1.9685039299999971
0,0,0,1,1,1,0,1,1,0,0,14.566929130000005
0,0,0,1,1,1,0,1,1,0,1,3.149606300000002
0,0,0,1,1,1,0,1,1,1,0,14.566929130000005
0,0,0,1,1,1,0,1,1,1,1,2.755905510000005
0,0,0,1,1,1,1,0,0,0,0,14.566929130000005
0,0,0,1,1,1,1,0,0,0,1,5.118110229999999
0,0,0,1,1,1,1,0,0,1,0,14.566929130000005
0,0,0,1,1,1,1,0,0,1,1,3.937007870000002
0,0,0,1,1,1,1,0,1,0,0,14.566929130000005
0,0,0,1,1,1,1,0,1,0,1,4.330708659999999
0,0,0,1,1,1,1,0,1,1,0,14.566929130000005
0,0,0,1,1,1,1,0,1,1,1,3.937007870000002
0,0,0,1,1,1,1,1,0,0,0,10.236220469999992
0,0,0,1,1,1,1,1,0,0,1,12.59842519
0,0,0,1,1,1,1,1,0,1,0,14.566929130000005
0,0,0,1,1,1,1,1,0,1,1,13.779527560000005
0,0,0,1,1,1,1,1,1,0,0,10.236220469999992
0,0,0,1,1,1,1,1,1,0,1,12.204724409999997
0,0,0,1,1,1,1,1,1,1,0,14.566929130000005
0,0,0,1,1,1,1,1,1,1,1,14.960629920000002
0,0,1,0,0,0,0,0,0,0,0,12.992125979999997
0,0,1,0,0,0,0,0,0,0,1,3.149606300000002
0,0,1,0,0,0,0,0,0,1,0,14.566929130000005
0,0,1,0,0,0,0,0,0,1,1,3.149606300000002
0,0,1,0,0,0,0,0,1,0,0,14.173228339999994
0,0,1,0,0,0,0,0,1,0,1,2.362204719999994
0,0,1,0,0,0,0,0,1,1,0,14.566929130000005
0,0,1,0,0,0,0,0,1,1,1,2.755905510000005
0,0,1,0,0,0,0,1,0,0,0,10.629921260000003
0,0,1,0,0,0,0,1,0,0,1,3.937007870000002
0,0,1,0,0,0,0,1,0,1,0,14.566929130000005
0,0,1,0,0,0,0,1,0,1,1,3.5433070800000053
0,0,1,0,0,0,0,1,1,0,0,10.629921260000003
0,0,1,0,0,0,0,1,1,0,1,3.5433070800000053
0,0,1,0,0,0,0,1,1,1,0,14.566929130000005
0,0,1,0,0,0,0,1,1,1,1,3.149606300000002
0,0,1,0,0,0,1,0,0,0,0,14.173228339999994
0,0,1,0,0,0,1,0,0,0,1,1.574803149999994
0,0,1,0,0,0,1,0,0,1,0,14.566929130000005
0,0,1,0,0,0,1,0,0,1,1,2.362204719999994
0,0,1,0,0,0,1,0,1,0,0,14.173228339999994
0,0,1,0,0,0,1,0,1,0,1,2.362204719999994
0,0,1,0,0,0,1,0,1,1,0,14.566929130000005
0,0,1,0,0,0,1,0,1,1,1,1.9685039299999971
0,0,1,0,0,0,1,1,0,0,0,14.173228339999994
0,0,1,0,0,0,1,1,0,0,1,2.755905510000005
0,0,1,0,0,0,1,1,0,1,0,14.566929130000005
0,0,1,0,0,0,1,1,0,1,1,3.149606300000002
0,0,1,0,0,0,1,1,1,0,0,14.173228339999994
0,0,1,0,0,0,1,1,1,0,1,3.5433070800000053
0,0,1,0,0,0,1,1,1,1,0,14.566929130000005
0,0,1,0,0,0,1,1,1,1,1,2.755905510000005
0,0,1,0,0,1,0,0,0,0,0,12.992125979999997
0,0,1,0,0,1,0,0,0,0,1,3.149606300000002
0,0,1,0,0,1,0,0,0,1,0,14.566929130000005
0,0,1,0,0,1,0,0,0,1,1,3.149606300000002
0,0,1,0,0,1,0,0,1,0,0,14.173228339999994
0,0,1,0,0,1,0,0,1,0,1,2.362204719999994
0,0,1,0,0,1,0,0,1,1,0,14.566929130000005
0,0,1,0,0,1,0,0,1,1,1,2.755905510000005
0,0,1,0,0,1,0,1,0,0,0,10.629921260000003
0,0,1,0,0,1,0,1,0,0,1,3.937007870000002
0,0,1,0,0,1,0,1,0,1,0,14.566929130000005
0,0,1,0,0,1,0,1,0,1,1,3.5433070800000053
0,0,1,0,0,1,0,1,1,0,0,10.629921260000003
0,0,1,0,0,1,0,1,1,0,1,3.5433070800000053
0,0,1,0,0,1,0,1,1,1,0,14.566929130000005
0,0,1,0,0,1,0,1,1,1,1,3.149606300000002
0,0,1,0,0,1,1,0,0,0,0,14.173228339999994
0,0,1,0,0,1,1,0,0,0,1,1.574803149999994
0,0,1,0,0,1,1,0,0,1,0,14.566929130000005
0,0,1,0,0,1,1,0,0,1,1,2.362204719999994
0,0,1,0,0,1,1,0,1,0,0,14.173228339999994
0,0,1,0,0,1,1,0,1,0,1,2.362204719999994
0,0,1,0,0,1,1,0,1,1,0,14.566929130000005
0,0,1,0,0,1,1,0,1,1,1,1.9685039299999971
0,0,1,0,0,1,1,1,0,0,0,14.173228339999994
0,0,1,0,0,1,1,1,0,0,1,2.755905510000005
0,0,1,0,0,1,1,1,0,1,0,14.566929130000005
0,0,1,0,0,1,1,1,0,1,1,3.149606300000002
0,0,1,0,0,1,1,1,1,0,0,14.173228339999994
0,0,1,0,0,1,1,1,1,0,1,3.5433070800000053
0,0,1,0,0,1,1,1,1,1,0,14.566929130000005
0,0,1,0,0,1,1,1,1,1,1,2.755905510000005
0,0,1,0,1,0,0,0,0,0,0,14.566929130000005
0,0,1,0,1,0,0,0,0,0,1,6.692913379999993
0,0,1,0,1,0,0,0,0,1,0,14.566929130000005
0,0,1,0,1,0,0,0,0,1,1,6.692913379999993
0,0,1,0,1,0,0,0,1,0,0,14.566929130000005
0,0,1,0,1,0,0,0,1,0,1,6.692913379999993
0,0,1,0,1,0,0,0,1,1,0,14.566929130000005
0,0,1,0,1,0,0,0,1,1,1,6.692913379999993
0,0,1,0,1,0,0,1,0,0,0,14.566929130000005
0,0,1,0,1,0,0,1,0,0,1,7.480314960000001
0,0,1,0,1,0,0,1,0,1,0,14.566929130000005
0,0,1,0,1,0,0,1,0,1,1,7.480314960000001
0,0,1,0,1,0,0,1,1,0,0,14.566929130000005
0,0,1,0,1,0,0,1,1,0,1,7.480314960000001
0,0,1,0,1,0,0,1,1,1,0,14.566929130000005
0,0,1,0,1,0,0,1,1,1,1,7.480314960000001
0,0,1,0,1,0,1,0,0,0,0,14.566929130000005
0,0,1,0,1,0,1,0,0,0,1,6.692913379999993
0,0,1,0,1,0,1,0,0,1,0,14.566929130000005
0,0,1,0,1,0,1,0,0,1,1,6.692913379999993
0,0,1,0,1,0,1,0,1,0,0,14.566929130000005
0,0,1,0,1,0,1,0,1,0,1,6.692913379999993
0,0,1,0,1,0,1,0,1,1,0,14.566929130000005
0,0,1,0,1,0,1,0,1,1,1,6.692913379999993
0,0,1,0,1,0,1,1,0,0,0,14.566929130000005
0,0,1,0,1,0,1,1,0,0,1,7.480314960000001
0,0,1,0,1,0,1,1,0,1,0,14.566929130000005
0,0,1,0,1,0,1,1,0,1,1,7.480314960000001
0,0,1,0,1,0,1,1,1,0,0,14.566929130000005
0,0,1,0,1,0,1,1,1,0,1,7.480314960000001
0,0,1,0,1,0,1,1,1,1,0,14.566929130000005
0,0,1,0,1,0,1,1,1,1,1,7.480314960000001
0,0,1,0,1,1,0,0,0,0,0,14.566929130000005
0,0,1,0,1,1,0,0,0,0,1,6.692913379999993
0,0,1,0,1,1,0,0,0,1,0,14.566929130000005
0,0,1,0,1,1,0,0,0,1,1,6.692913379999993
0,0,1,0,1,1,0,0,1,0,0,14.566929130000005
0,0,1,0,1,1,0,0,1,0,1,6.692913379999993
0,0,1,0,1,1,0,0,1,1,0,14.566929130000005
0,0,1,0,1,1,0,0,1,1,1,6.692913379999993
0,0,1,0,1,1,0,1,0,0,0,14.566929130000005
0,0,1,0,1,1,0,1,0,0,1,7.480314960000001
0,0,1,0,1,1,0,1,0,1,0,14.566929130000005
0,0,1,0,1,1,0,1,0,1,1,7.480314960000001
0,0,1,0,1,1,0,1,1,0,0,14.566929130000005
0,0,1,0,1,1,0,1,1,0,1,7.480314960000001
0,0,1,0,1,1,0,1,1,1,0,14.566929130000005
0,0,1,0,1,1,0,1,1,1,1,7.480314960000001
0,0,1,0,1,1,1,0,0,0,0,14.566929130000005
0,0,1,0,1,1,1,0,0,0,1,6.692913379999993
0,0,1,0,1,1,1,0,0,1,0,14.566929130000005
0,0,1,0,1,1,1,0,0,1,1,6.692913379999993
0,0,1,0,1,1,1,0,1,0,0,14.566929130000005
0,0,1,0,1,1,1,0,1,0,1,6.692913379999993
0,0,1,0,1,1,1,0,1,1,0,14.566929130000005
0,0,1,0,1,1,1,0,1,1,1,6.692913379999993
0,0,1,0,1,1,1,1,0,0,0,14.566929130000005
0,0,1,0,1,1,1,1,0,0,1,7.480314960000001
0,0,1,0,1,1,1,1,0,1,0,14.566929130000005
0,0,1,0,1,1,1,1,0,1,1,7.480314960000001
0,0,1,0,1,1,1,1,1,0,0,14.566929130000005
0,0,1,0,1,1,1,1,1,0,1,7.480314960000001
0,0,1,0,1,1,1,1,1,1,0,14.566929130000005
0,0,1,0,1,1,1,1,1,1,1,7.480314960000001
0,0,1,1,0,0,0,0,0,0,0,7.874015749999998
0,0,1,1,0,0,0,0,0,0,1,3.5433070800000053
0,0,1,1,0,0,0,0,0,1,0,13.779527560000005
0,0,1,1,0,0,0,0,0,1,1,2.362204719999994
0,0,1,1,0,0,0,0,1,0,0,10.629921260000003
0,0,1,1,0,0,0,0,1,0,1,1.574803149999994
0,0,1,1,0,0,0,0,1,1,0,14.173228339999994
0,0,1,1,0,0,0,0,1,1,1,3.937007870000002
0,0,1,1,0,0,0,1,0,0,0,8.267716530000001
0,0,1,1,0,0,0,1,0,0,1,0.0
0,0,1,1,0,0,0,1,0,1,0,9.842519679999995
0,0,1,1,0,0,0,1,0,1,1,1.9685039299999971
0,0,1,1,0,0,0,1,1,0,0,9.055118109999995
0,0,1,1,0,0,0,1,1,0,1,0.7874015700000001
0,0,1,1,0,0,0,1,1,1,0,11.417322830000003
0,0,1,1,0,0,0,1,1,1,1,1.574803149999994
0,0,1,1,0,0,1,0,0,0,0,7.480314960000001
0,0,1,1,0,0,1,0,0,0,1,1.574803149999994
0,0,1,1,0,0,1,0,0,1,0,12.204724409999997
0,0,1,1,0,0,1,0,0,1,1,3.5433070800000053
0,0,1,1,0,0,1,0,1,0,0,9.055118109999995
0,0,1,1,0,0,1,0,1,0,1,3.149606300000002
0,0,1,1,0,0,1,0,1,1,0,12.204724409999997
0,0,1,1,0,0,1,0,1,1,1,1.574803149999994
0,0,1,1,0,0,1,1,0,0,0,7.480314960000001
0,0,1,1,0,0,1,1,0,0,1,2.755905510000005
0,0,1,1,0,0,1,1,0,1,0,11.02362205
0,0,1,1,0,0,1,1,0,1,1,1.9685039299999971
0,0,1,1,0,0,1,1,1,0,0,8.661417319999998
0,0,1,1,0,0,1,1,1,0,1,0.7874015700000001
0,0,1,1,0,0,1,1,1,1,0,11.02362205
0,0,1,1,0,0,1,1,1,1,1,2.755905510000005
0,0,1,1,0,1,0,0,0,0,0,7.874015749999998
0,0,1,1,0,1,0,0,0,0,1,3.5433070800000053
0,0,1,1,0,1,0,0,0,1,0,13.779527560000005
0,0,1,1,0,1,0,0,0,1,1,2.362204719999994
0,0,1,1,0,1,0,0,1,0,0,10.629921260000003
0,0,1,1,0,1,0,0,1,0,1,1.574803149999994
0,0,1,1,0,1,0,0,1,1,0,14.173228339999994
0,0,1,1,0,1,0,0,1,1,1,3.937007870000002
0,0,1,1,0,1,0,1,0,0,0,8.267716530000001
0,0,1,1,0,1,0,1,0,0,1,0.0
0,0,1,1,0,1,0,1,0,1,0,9.842519679999995
0,0,1,1,0,1,0,1,0,1,1,1.9685039299999971
0,0,1,1,0,1,0,1,1,0,0,9.055118109999995
0,0,1,1,0,1,0,1,1,0,1,0.7874015700000001
0,0,1,1,0,1,0,1,1,1,0,11.417322830000003
0,0,1,1,0,1,0,1,1,1,1,1.574803149999994
0,0,1,1,0,1,1,0,0,0,0,7.480314960000001
0,0,1,1,0,1,1,0,0,0,1,1.574803149999994
0,0,1,1,0,1,1,0,0,1,0,12.204724409999997
0,0,1,1,0,1,1,0,0,1,1,3.5433070800000053
0,0,1,1,0,1,1,0,1,0,0,9.055118109999995
0,0,1,1,0,1,1,0,1,0,1,3.149606300000002
0,0,1,1,0,1,1,0,1,1,0,12.204724409999997
0,0,1,1,0,1,1,0,1,1,1,1.574803149999994
0,0,1,1,0,1,1,1,0,0,0,7.480314960000001
0,0,1,1,0,1,1,1,0,0,1,2.755905510000005
0,0,1,1,0,1,1,1,0,1,0,11.02362205
0,0,1,1,0,1,1,1,0,1,1,1.9685039299999971
0,0,1,1,0,1,1,1,1,0,0,8.661417319999998
0,0,1,1,0,1,1,1,1,0,1,0.7874015700000001
0,0,1,1,0,1,1,1,1,1,0,11.02362205
0,0,1,1,0,1,1,1,1,1,1,2.755905510000005
0,0,1,1,1,0,0,0,0,0,0,14.566929130000005
0,0,1,1,1,0,0,0,0,0,1,1.9685039299999971
0,0,1,1,1,0,0,0,0,1,0,14.566929130000005
0,0,1,1,1,0,0,0,0,1,1,3.149606300000002
0,0,1,1,1,0,0,0,1,0,0,14.566929130000005
0,0,1,1,1,0,0,0,1,0,1,2.755905510000005
0,0,1,1,1,0,0,0,1,1,0,14.566929130000005
0,0,1,1,1,0,0,0,1,1,1,2.755905510000005
0,0,1,1,1,0,0,1,0,0,0,14.566929130000005
0,0,1,1,1,0,0,1,0,0,1,3.149606300000002
0,0,1,1,1,0,0,1,0,1,0,14.566929130000005
0,0,1,1,1,0,0,1,0,1,1,2.362204719999994
0,0,1,1,1,0,0,1,1,0,0,14.566929130000005
0,0,1,1,1,0,0,1,1,0,1,2.755905510000005
