min_child_weight,nthread,n_estimators,max_depth,learning_rate,max_delta_step,subsample,colsample_bytree,lambda,alpha,scale_pos_weight,$<accuracy
0,0,0,1,1,0,0,0,1,0,0,9.763221029999997
0,0,0,1,1,0,0,0,1,0,1,9.763221029999997
0,0,0,1,1,0,0,0,1,1,0,9.992698449999992
0,0,0,1,1,0,0,0,1,1,1,9.992698449999992
0,0,0,1,1,0,0,1,0,0,0,8.897465319999995
0,0,0,1,1,0,0,1,0,0,1,8.897465319999995
0,0,0,1,1,0,0,1,0,1,0,9.064357979999997
0,0,0,1,1,0,0,1,0,1,1,9.064357979999997
0,0,0,1,1,0,0,1,1,0,0,9.16345050999999
0,0,0,1,1,0,0,1,1,0,1,9.16345050999999
0,0,0,1,1,0,0,1,1,1,0,9.246896839999991
0,0,0,1,1,0,0,1,1,1,1,9.246896839999991
0,0,0,1,1,0,1,0,0,0,0,9.325127780000003
0,0,0,1,1,0,1,0,0,0,1,9.325127780000003
0,0,0,1,1,0,1,0,0,1,0,9.51809741999999
0,0,0,1,1,0,1,0,0,1,1,9.51809741999999
0,0,0,1,1,0,1,0,1,0,0,9.53895901
0,0,0,1,1,0,1,0,1,0,1,9.53895901
0,0,0,1,1,0,1,0,1,1,0,9.674559299999999
0,0,0,1,1,0,1,0,1,1,1,9.674559299999999
0,0,0,1,1,0,1,1,0,0,0,9.424220300000002
0,0,0,1,1,0,1,1,0,0,1,9.424220300000002
0,0,0,1,1,0,1,1,0,1,0,9.29905079999999
0,0,0,1,1,0,1,1,0,1,1,9.29905079999999
0,0,0,1,1,0,1,1,1,0,0,9.40857410999999
0,0,0,1,1,0,1,1,1,0,1,9.40857410999999
0,0,0,1,1,0,1,1,1,1,0,9.429435689999991
0,0,0,1,1,0,1,1,1,1,1,9.429435689999991
0,0,0,1,1,1,0,0,0,0,0,9.460728070000002
0,0,0,1,1,1,0,0,0,0,1,9.460728070000002
0,0,0,1,1,1,0,0,0,1,0,9.638051529999998
0,0,0,1,1,1,0,0,0,1,1,9.638051529999998
0,0,0,1,1,1,0,0,1,0,0,9.763221029999997
0,0,0,1,1,1,0,0,1,0,1,9.763221029999997
0,0,0,1,1,1,0,0,1,1,0,9.992698449999992
0,0,0,1,1,1,0,0,1,1,1,9.992698449999992
0,0,0,1,1,1,0,1,0,0,0,8.897465319999995
0,0,0,1,1,1,0,1,0,0,1,8.897465319999995
0,0,0,1,1,1,0,1,0,1,0,9.064357979999997
0,0,0,1,1,1,0,1,0,1,1,9.064357979999997
0,0,0,1,1,1,0,1,1,0,0,9.16345050999999
0,0,0,1,1,1,0,1,1,0,1,9.16345050999999
0,0,0,1,1,1,0,1,1,1,0,9.246896839999991
0,0,0,1,1,1,0,1,1,1,1,9.246896839999991
0,0,0,1,1,1,1,0,0,0,0,9.325127780000003
0,0,0,1,1,1,1,0,0,0,1,9.325127780000003
0,0,0,1,1,1,1,0,0,1,0,9.51809741999999
0,0,0,1,1,1,1,0,0,1,1,9.51809741999999
0,0,0,1,1,1,1,0,1,0,0,9.53895901
0,0,0,1,1,1,1,0,1,0,1,9.53895901
0,0,0,1,1,1,1,0,1,1,0,9.674559299999999
0,0,0,1,1,1,1,0,1,1,1,9.674559299999999
0,0,0,1,1,1,1,1,0,0,0,9.424220300000002
0,0,0,1,1,1,1,1,0,0,1,9.424220300000002
0,0,0,1,1,1,1,1,0,1,0,9.29905079999999
0,0,0,1,1,1,1,1,0,1,1,9.29905079999999
0,0,0,1,1,1,1,1,1,0,0,9.40857410999999
0,0,0,1,1,1,1,1,1,0,1,9.40857410999999
0,0,0,1,1,1,1,1,1,1,0,9.429435689999991
0,0,0,1,1,1,1,1,1,1,1,9.429435689999991
0,0,1,0,0,0,0,0,0,0,0,11.651194329999996
0,0,1,0,0,0,0,0,0,0,1,11.651194329999996
0,0,1,0,0,0,0,0,0,1,0,11.640763530000001
0,0,1,0,0,0,0,0,0,1,1,11.640763530000001
0,0,1,0,0,0,0,0,1,0,0,11.588609579999996
0,0,1,0,0,0,0,0,1,0,1,11.588609579999996
0,0,1,0,0,0,0,0,1,1,0,11.651194329999996
0,0,1,0,0,0,0,0,1,1,1,11.651194329999996
0,0,1,0,0,0,0,1,0,0,0,11.609471159999998
0,0,1,0,0,0,0,1,0,0,1,11.609471159999998
0,0,1,0,0,0,0,1,0,1,0,11.56774799
0,0,1,0,0,0,0,1,0,1,1,11.56774799
0,0,1,0,0,0,0,1,1,0,0,11.526024829999997
0,0,1,0,0,0,0,1,1,0,1,11.526024829999997
0,0,1,0,0,0,0,1,1,1,0,11.604255760000001
0,0,1,0,0,0,0,1,1,1,1,11.604255760000001
0,0,1,0,0,0,1,0,0,0,0,11.546886409999999
0,0,1,0,0,0,1,0,0,0,1,11.546886409999999
0,0,1,0,0,0,1,0,0,1,0,11.42693229999999
0,0,1,0,0,0,1,0,0,1,1,11.42693229999999
0,0,1,0,0,0,1,0,1,0,0,11.49473245
0,0,1,0,0,0,1,0,1,0,1,11.49473245
0,0,1,0,0,0,1,0,1,1,0,11.526024829999997
0,0,1,0,0,0,1,0,1,1,1,11.526024829999997
0,0,1,0,0,0,1,1,0,0,0,11.682486699999998
0,0,1,0,0,0,1,1,0,0,1,11.682486699999998
0,0,1,0,0,0,1,1,0,1,0,11.69291749
0,0,1,0,0,0,1,1,0,1,1,11.69291749
0,0,1,0,0,0,1,1,1,0,0,11.682486699999998
0,0,1,0,0,0,1,1,1,0,1,11.682486699999998
0,0,1,0,0,0,1,1,1,1,0,11.69291749
0,0,1,0,0,0,1,1,1,1,1,11.69291749
0,0,1,0,0,1,0,0,0,0,0,11.651194329999996
0,0,1,0,0,1,0,0,0,0,1,11.651194329999996
0,0,1,0,0,1,0,0,0,1,0,11.640763530000001
0,0,1,0,0,1,0,0,0,1,1,11.640763530000001
0,0,1,0,0,1,0,0,1,0,0,11.588609579999996
0,0,1,0,0,1,0,0,1,0,1,11.588609579999996
0,0,1,0,0,1,0,0,1,1,0,11.651194329999996
0,0,1,0,0,1,0,0,1,1,1,11.651194329999996
0,0,1,0,0,1,0,1,0,0,0,11.609471159999998
0,0,1,0,0,1,0,1,0,0,1,11.609471159999998
0,0,1,0,0,1,0,1,0,1,0,11.56774799
0,0,1,0,0,1,0,1,0,1,1,11.56774799
0,0,1,0,0,1,0,1,1,0,0,11.526024829999997
0,0,1,0,0,1,0,1,1,0,1,11.526024829999997
0,0,1,0,0,1,0,1,1,1,0,11.604255760000001
0,0,1,0,0,1,0,1,1,1,1,11.604255760000001
0,0,1,0,0,1,1,0,0,0,0,11.546886409999999
0,0,1,0,0,1,1,0,0,0,1,11.546886409999999
0,0,1,0,0,1,1,0,0,1,0,11.42693229999999
0,0,1,0,0,1,1,0,0,1,1,11.42693229999999
0,0,1,0,0,1,1,0,1,0,0,11.49473245
0,0,1,0,0,1,1,0,1,0,1,11.49473245
0,0,1,0,0,1,1,0,1,1,0,11.526024829999997
0,0,1,0,0,1,1,0,1,1,1,11.526024829999997
0,0,1,0,0,1,1,1,0,0,0,11.682486699999998
0,0,1,0,0,1,1,1,0,0,1,11.682486699999998
0,0,1,0,0,1,1,1,0,1,0,11.69291749
0,0,1,0,0,1,1,1,0,1,1,11.69291749
0,0,1,0,0,1,1,1,1,0,0,11.682486699999998
0,0,1,0,0,1,1,1,1,0,1,11.682486699999998
0,0,1,0,0,1,1,1,1,1,0,11.69291749
0,0,1,0,0,1,1,1,1,1,1,11.69291749
0,0,1,0,1,0,0,0,0,0,0,16.642328149999997
0,0,1,0,1,0,0,0,0,0,1,16.642328149999997
0,0,1,0,1,0,0,0,0,1,0,16.626681969999993
0,0,1,0,1,0,0,0,0,1,1,16.626681969999993
0,0,1,0,1,0,0,0,1,0,0,16.626681969999993
0,0,1,0,1,0,0,0,1,0,1,16.626681969999993
0,0,1,0,1,0,0,0,1,1,0,16.626681969999993
0,0,1,0,1,0,0,0,1,1,1,16.626681969999993
0,0,1,0,1,0,0,1,0,0,0,18.577240009999997
0,0,1,0,1,0,0,1,0,0,1,18.577240009999997
0,0,1,0,1,0,0,1,0,1,0,18.577240009999997
0,0,1,0,1,0,0,1,0,1,1,18.577240009999997
0,0,1,0,1,0,0,1,1,0,0,18.577240009999997
0,0,1,0,1,0,0,1,1,0,1,18.577240009999997
0,0,1,0,1,0,0,1,1,1,0,18.577240009999997
0,0,1,0,1,0,0,1,1,1,1,18.577240009999997
0,0,1,0,1,0,1,0,0,0,0,16.684051319999995
0,0,1,0,1,0,1,0,0,0,1,16.684051319999995
0,0,1,0,1,0,1,0,0,1,0,16.684051319999995
0,0,1,0,1,0,1,0,0,1,1,16.684051319999995
0,0,1,0,1,0,1,0,1,0,0,16.684051319999995
0,0,1,0,1,0,1,0,1,0,1,16.684051319999995
0,0,1,0,1,0,1,0,1,1,0,16.684051319999995
0,0,1,0,1,0,1,0,1,1,1,16.684051319999995
0,0,1,0,1,0,1,1,0,0,0,18.848440599999996
0,0,1,0,1,0,1,1,0,0,1,18.848440599999996
0,0,1,0,1,0,1,1,0,1,0,18.848440599999996
0,0,1,0,1,0,1,1,0,1,1,18.848440599999996
0,0,1,0,1,0,1,1,1,0,0,18.848440599999996
0,0,1,0,1,0,1,1,1,0,1,18.848440599999996
0,0,1,0,1,0,1,1,1,1,0,18.848440599999996
0,0,1,0,1,0,1,1,1,1,1,18.848440599999996
0,0,1,0,1,1,0,0,0,0,0,16.642328149999997
0,0,1,0,1,1,0,0,0,0,1,16.642328149999997
0,0,1,0,1,1,0,0,0,1,0,16.626681969999993
0,0,1,0,1,1,0,0,0,1,1,16.626681969999993
0,0,1,0,1,1,0,0,1,0,0,16.626681969999993
0,0,1,0,1,1,0,0,1,0,1,16.626681969999993
0,0,1,0,1,1,0,0,1,1,0,16.626681969999993
0,0,1,0,1,1,0,0,1,1,1,16.626681969999993
0,0,1,0,1,1,0,1,0,0,0,18.577240009999997
0,0,1,0,1,1,0,1,0,0,1,18.577240009999997
0,0,1,0,1,1,0,1,0,1,0,18.577240009999997
0,0,1,0,1,1,0,1,0,1,1,18.577240009999997
0,0,1,0,1,1,0,1,1,0,0,18.577240009999997
0,0,1,0,1,1,0,1,1,0,1,18.577240009999997
0,0,1,0,1,1,0,1,1,1,0,18.577240009999997
0,0,1,0,1,1,0,1,1,1,1,18.577240009999997
0,0,1,0,1,1,1,0,0,0,0,16.684051319999995
0,0,1,0,1,1,1,0,0,0,1,16.684051319999995
0,0,1,0,1,1,1,0,0,1,0,16.684051319999995
0,0,1,0,1,1,1,0,0,1,1,16.684051319999995
0,0,1,0,1,1,1,0,1,0,0,16.684051319999995
0,0,1,0,1,1,1,0,1,0,1,16.684051319999995
0,0,1,0,1,1,1,0,1,1,0,16.684051319999995
0,0,1,0,1,1,1,0,1,1,1,16.684051319999995
0,0,1,0,1,1,1,1,0,0,0,18.848440599999996
0,0,1,0,1,1,1,1,0,0,1,18.848440599999996
0,0,1,0,1,1,1,1,0,1,0,18.848440599999996
0,0,1,0,1,1,1,1,0,1,1,18.848440599999996
0,0,1,0,1,1,1,1,1,0,0,18.848440599999996
0,0,1,0,1,1,1,1,1,0,1,18.848440599999996
0,0,1,0,1,1,1,1,1,1,0,18.848440599999996
0,0,1,0,1,1,1,1,1,1,1,18.848440599999996
0,0,1,1,0,0,0,0,0,0,0,3.598623140000001
0,0,1,1,0,0,0,0,0,0,1,3.598623140000001
0,0,1,1,0,0,0,0,0,1,0,3.624700109999992
0,0,1,1,0,0,0,0,0,1,1,3.624700109999992
0,0,1,1,0,0,0,0,1,0,0,3.8437467400000003
0,0,1,1,0,0,0,0,1,0,1,3.8437467400000003
0,0,1,1,0,0,0,0,1,1,0,4.062793369999994
0,0,1,1,0,0,0,0,1,1,1,4.062793369999994
0,0,1,1,0,0,0,1,0,0,0,3.176176069999997
0,0,1,1,0,0,0,1,0,0,1,3.176176069999997
0,0,1,1,0,0,0,1,0,1,0,3.092729739999996
0,0,1,1,0,0,0,1,0,1,1,3.092729739999996
0,0,1,1,0,0,0,1,1,0,0,3.0666527599999966
0,0,1,1,0,0,0,1,1,0,1,3.0666527599999966
0,0,1,1,0,0,0,1,1,1,0,3.2961301799999916
0,0,1,1,0,0,0,1,1,1,1,3.2961301799999916
0,0,1,1,0,0,1,0,0,0,0,3.8489621399999976
0,0,1,1,0,0,1,0,0,0,1,3.8489621399999976
0,0,1,1,0,0,1,0,0,1,0,3.8489621399999976
0,0,1,1,0,0,1,0,0,1,1,3.8489621399999976
0,0,1,1,0,0,1,0,1,0,0,3.864608320000002
0,0,1,1,0,0,1,0,1,0,1,3.864608320000002
0,0,1,1,0,0,1,0,1,1,0,4.021070199999997
0,0,1,1,0,0,1,0,1,1,1,4.021070199999997
0,0,1,1,0,0,1,1,0,0,0,3.7498696099999904
0,0,1,1,0,0,1,1,0,0,1,3.7498696099999904
0,0,1,1,0,0,1,1,0,1,0,3.817669760000001
0,0,1,1,0,0,1,1,0,1,1,3.817669760000001
0,0,1,1,0,0,1,1,1,0,0,3.9063314899999995
0,0,1,1,0,0,1,1,1,0,1,3.9063314899999995
0,0,1,1,0,0,1,1,1,1,0,3.9793470299999996
0,0,1,1,0,0,1,1,1,1,1,3.9793470299999996
0,0,1,1,0,1,0,0,0,0,0,3.598623140000001
0,0,1,1,0,1,0,0,0,0,1,3.598623140000001
0,0,1,1,0,1,0,0,0,1,0,3.624700109999992
0,0,1,1,0,1,0,0,0,1,1,3.624700109999992
0,0,1,1,0,1,0,0,1,0,0,3.8437467400000003
0,0,1,1,0,1,0,0,1,0,1,3.8437467400000003
0,0,1,1,0,1,0,0,1,1,0,4.062793369999994
0,0,1,1,0,1,0,0,1,1,1,4.062793369999994
0,0,1,1,0,1,0,1,0,0,0,3.176176069999997
0,0,1,1,0,1,0,1,0,0,1,3.176176069999997
0,0,1,1,0,1,0,1,0,1,0,3.092729739999996
0,0,1,1,0,1,0,1,0,1,1,3.092729739999996
0,0,1,1,0,1,0,1,1,0,0,3.0666527599999966
0,0,1,1,0,1,0,1,1,0,1,3.0666527599999966
0,0,1,1,0,1,0,1,1,1,0,3.2961301799999916
0,0,1,1,0,1,0,1,1,1,1,3.2961301799999916
0,0,1,1,0,1,1,0,0,0,0,3.8489621399999976
0,0,1,1,0,1,1,0,0,0,1,3.8489621399999976
0,0,1,1,0,1,1,0,0,1,0,3.8489621399999976
0,0,1,1,0,1,1,0,0,1,1,3.8489621399999976
0,0,1,1,0,1,1,0,1,0,0,3.864608320000002
0,0,1,1,0,1,1,0,1,0,1,3.864608320000002
0,0,1,1,0,1,1,0,1,1,0,4.021070199999997
0,0,1,1,0,1,1,0,1,1,1,4.021070199999997
0,0,1,1,0,1,1,1,0,0,0,3.7498696099999904
0,0,1,1,0,1,1,1,0,0,1,3.7498696099999904
0,0,1,1,0,1,1,1,0,1,0,3.817669760000001
0,0,1,1,0,1,1,1,0,1,1,3.817669760000001
0,0,1,1,0,1,1,1,1,0,0,3.9063314899999995
0,0,1,1,0,1,1,1,1,0,1,3.9063314899999995
0,0,1,1,0,1,1,1,1,1,0,3.9793470299999996
0,0,1,1,0,1,1,1,1,1,1,3.9793470299999996
0,0,1,1,1,0,0,0,0,0,0,9.737144049999998
0,0,1,1,1,0,0,0,0,0,1,9.737144049999998
0,0,1,1,1,0,0,0,0,1,0,9.877959739999994
0,0,1,1,1,0,0,0,0,1,1,9.877959739999994
0,0,1,1,1,0,0,0,1,0,0,10.039637009999993
0,0,1,1,1,0,0,0,1,0,1,10.039637009999993
0,0,1,1,1,0,0,0,1,1,0,10.128298739999991
0,0,1,1,1,0,0,0,1,1,1,10.128298739999991
0,0,1,1,1,0,0,1,0,0,0,8.944403879999996
0,0,1,1,1,0,0,1,0,0,1,8.944403879999996
0,0,1,1,1,0,0,1,0,1,0,9.074788779999992
0,0,1,1,1,0,0,1,0,1,1,9.074788779999992
0,0,1,1,1,0,0,1,1,0,0,9.132158129999993
